HugoSymbol,Dist,Low,High
RYR3,skew,0.628925658526501,0.628925658526501
ZNF277,normal,2.4021091498179556,5.339043571458707
MT-ND3,normal,11.175943452393863,14.732334983261627
KTI12,normal,2.4094098040532383,4.902450924987656
STYXL2,skew,0.21398026735664794,0.21398026735664794
SELENOT,normal,4.59824028722656,7.600075967483009
ARHGEF15,skew,0.033524681145390194,0.033524681145390194
TOX,skew,1.3331310670390026,1.3331310670390026
CES1,skew,1.272920885180353,1.272920885180353
CD3E,skew,0.33041193763351806,0.33041193763351806
RUSC2,bimodal,0.7575774684861055,0.7575774684861055
C1orf68,skew,0.013807696208233175,0.013807696208233175
FICD,normal,0.57545094187695,3.295641854603775
OSTC,normal,5.6906350343396435,8.406603501125044
R3HDM4,normal,3.766333493212766,6.47959565798881
TSEN15,normal,3.9181772510769557,6.692069589436188
LTN1,normal,1.889315997222584,4.5452535816679855
RUNDC1,normal,2.0963569621833242,4.311218134330985
CCDC152,skew,0.6555345064511856,0.6555345064511856
STKLD1,skew,0.8615025986018287,0.8615025986018287
GRK5,bimodal,1.1980359545981916,1.1980359545981916
TYW1,normal,2.599070795967778,4.952727551364805
DCAF12,normal,2.981990216978148,6.01988528484249
SFMBT2,skew,1.091029183192801,1.091029183192801
ASB12,skew,0.11631907507351544,0.11631907507351544
PNMA5,skew,0.2258976643375988,0.2258976643375988
ITPRIPL1,skew,1.4510646877740203,1.4510646877740203
MT-ND4,normal,11.065049795151413,14.763720089286117
SMC5,normal,2.5486974240888793,5.495374949636354
MT-ND1,normal,9.897772322708503,13.690151056388396
DCAF12L1,skew,0.138309758272083,0.138309758272083
PRMT6,normal,1.7350324772399537,5.856015402658245
SHISA4,weird,,
CIPC,normal,1.7955736518791259,4.604392300807943
CAPZA2,normal,4.416117056022546,7.982252979773686
MT-ATP6,normal,11.23002833023283,15.132634324994005
TOP1,normal,4.628577573660844,7.28472659589863
PRC1,normal,4.895163638375923,8.648011649628286
BHLHB9,bimodal,0.8020281249168582,0.8020281249168582
MAP3K3,normal,1.6983408584797257,5.322678022565952
L1CAM,bimodal,3.301444519476047,3.301444519476047
SREBF2,normal,3.9576031095754862,7.4818542073883085
C1orf174,normal,3.210822266846868,5.634456133255393
POU3F3,skew,0.44567243775464244,0.44567243775464244
RASGEF1A,skew,0.9617102097036853,0.9617102097036853
SPOUT1,normal,3.0943065829458396,5.75621430825507
RPL39,bimodal,11.73493799479563,11.73493799479563
DZIP3,normal,1.0548646238940453,4.479376340812035
KIAA0753,normal,1.7481611207195138,4.4126395512947125
DCLRE1A,normal,1.5640155991175022,4.3388134919032275
ATG9A,bimodal,1.4423921973030251,1.4423921973030251
NOS1AP,skew,1.0643468738175184,1.0643468738175184
CSAG1,skew,1.71977605291974,1.71977605291974
APRT,normal,5.570168147342984,8.278012967964884
GPRASP1,skew,0.8108788848705656,0.8108788848705656
TBKBP1,normal,0.16468474647591558,4.963739723216785
MAGEE1,bimodal,0.713557902421236,0.713557902421236
CCDC167,normal,3.604433867971423,7.472303651768863
MT-CO3,normal,12.006863669704089,15.406660841785563
ZFP2,skew,0.3486121548753319,0.3486121548753319
SOWAHA,skew,0.4192337729190255,0.4192337729190255
L3MBTL3,normal,0.34784421036443236,4.059065863271636
DMD,bimodal,1.1693656802603105,1.1693656802603105
MFAP3L,skew,1.4589352361873356,1.4589352361873356
NAGA,normal,2.336771961157722,5.562744342908096
SMG5,normal,3.879627892404836,6.890371742157667
KIFBP,normal,2.498592483872578,5.951713713788694
TGM2,bimodal,3.3278992999156816,3.3278992999156816
ARMCX6,bimodal,1.28767432853264,1.28767432853264
PJA2,normal,3.186781039464119,6.433051202694434
RORB,skew,0.318617298671094,0.318617298671094
SGMS1,normal,1.3855232448895836,4.965897597342955
OR10R2,skew,0.025533856796269055,0.025533856796269055
OR10Z1,skew,0.027564700578997684,0.027564700578997684
ZNF525,bimodal,0.6766705360737023,0.6766705360737023
INF2,normal,2.829273907271395,7.6015847925324085
IQANK1,bimodal,2.8430330383848363,2.8430330383848363
GP1BB,skew,0.34458626642341206,0.34458626642341206
OR2T5,skew,0.0058692365572620715,0.0058692365572620715
OR2L2,skew,0.06053269116776859,0.06053269116776859
EFCAB2,normal,1.4216952905294837,5.656343587518066
COX20,normal,3.884428656422619,6.692420388755004
CHML,normal,1.234651196046157,5.044873751758461
STUM,skew,0.2041056476510636,0.2041056476510636
CAPN8,skew,1.0341443958812158,1.0341443958812158
TATDN3,normal,2.190783663833449,4.900605272083018
CR1,skew,0.10651625759406301,0.10651625759406301
RAET1G,skew,1.0116214719324528,1.0116214719324528
C1orf53,normal,0.561616861558077,4.299965778030403
SAMD5,skew,0.9716672670730712,0.9716672670730712
TEDDM1,skew,0.02568130711085558,0.02568130711085558
GJE1,skew,0.0005287378294321615,0.0005287378294321615
ECT2L,skew,0.0802250421582477,0.0802250421582477
GPR52,skew,0.05300858933248815,0.05300858933248815
METTL11B,skew,0.07793350515761152,0.07793350515761152
FCGR3A,skew,0.03556435338401092,0.03556435338401092
TMEM244,skew,0.1209556862071275,0.1209556862071275
OR6K3,skew,0.0025886613545905066,0.0025886613545905066
CENPW,normal,3.886637025096104,7.418174152145945
SPRN,skew,0.5686470192817449,0.5686470192817449
FAM229B,normal,0.38772551040154246,5.407699234880605
FANK1,skew,1.4365322976546981,1.4365322976546981
LORICRIN,skew,0.03057810170295397,0.03057810170295397
PRR9,skew,0.18769722209238618,0.18769722209238618
LELP1,skew,0.003448429631586781,0.003448429631586781
SPRR2E,skew,0.25005764169883143,0.25005764169883143
KPRP,skew,0.04622078321818023,0.04622078321818023
EEF1AKMT2,normal,2.788205238656717,5.128818606650382
FAM24A,skew,0.0042650896855984865,0.0042650896855984865
DDO,skew,0.6672343695770077,0.6672343695770077
PLPP4,skew,1.0320646027135592,1.0320646027135592
H3C14,skew,0.6461325116252739,0.6461325116252739
H2AC18,normal,0.9489646308080624,7.624605091910846
H2BC18,skew,1.128730358664134,1.128730358664134
PNLIPRP3,skew,0.1750343584322033,0.1750343584322033
H3C15,skew,0.8310134246903742,0.8310134246903742
HSD3B1,skew,0.22304225598761804,0.22304225598761804
HSD3B2,skew,0.02978152676763975,0.02978152676763975
